url,types,name,desc_snippet,release_date,developer,publisher,popular_tags,game_details,languages,achievements,genre,game_description,mature_content,minimum_requirements,recommended_requirements,price
https://store.steampowered.com/app/406860/Blind/,app,Blind,"Navigate an unfamiliar world in virtual reality using echolocation, where sounds become images. Trapped in a mansion by the devious Warden, make your way through its many rooms, riddled with puzzles and dangers, moving ever closer to the truth?€?and your only chance to escape.",2019-08-14,Tiny Bull Studios,"Fellow Traveller,Fellow Traveller","Adventure,Indie,VR,Puzzle,Atmospheric,Stylized,Psychological,Story Rich,Female Protagonist","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","English,Italian",16,"Adventure,Indie"," About This Game  Blind is a narrative-driven psychological thriller for virtual reality where the player is blind and must explore their surroundings using echolocation. Waking up in a strange room with little memory of how she came to be there, a young woman makes the shocking discovery she has lost her sense of sight. Goaded by the sinister and twisted Warden, she must explore a perverse and frightening mansion using sound alone. By sending out soundwaves with a cane, the outlines of objects are briefly revealed, enabling the player to navigate the mansion, solve puzzles and uncover the mystery of what is happening to her. As she gets closer and closer to the truth, however, she will be forced to confront her worst enemy--that which she does not, or will not see.  Born out of the Global Game Jam in 2014, which had the theme of ?€?We don?€?t see things as they are, we see them as we are?€?, the Blind team won the Best Game award at the Turin (Italy) jam site with their entry Come to See My House. The team then began work on a full game based on this initial concept. Built from the ground up for virtual reality, Blind will be launching September 18, 2018. Learn to navigate carefully and cautiously using your cane. Send out soundwaves to reveal your surroundings briefly before they fade into darkness. Gramophones and other objects that make sound become lighthouses in the all-encompassing blackness. Built from the ground up for virtual reality and supporting binaural audio and motion control, Blind is a fully immersive and unique experience that removes you from the world you are used to, and asks you to see things differently. Where are you? Who is the Warden? Why has he kidnapped you and why does he want you to solve the puzzles in this strange and yet somehow eerily familiar place? Experience a constant sense of foreboding and emotional tension as you travel deeper into a mansion riddled with puzzles and dangers. As you search for answers, will you find things you?€?d rather not see?",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 SP1 64-bit or newer,Processor:,Intel i3-6100/AMD Ryzen 3 1200, FX4350 or greater,Memory:,8 GB RAM,Graphics:,NVIDIA GTX 1050 Ti / AMD Radeon RX 470 or greater,Storage:,3 GB available space","Recommended:,Requires a 64-bit processor and operating system,OS:,Windows 8.1 or newer,Processor:,Intel i5-4590/AMD Ryzen 5 1500X or greater,Memory:,8 GB RAM,Graphics:,NVIDIA GTX 1060 / AMD Radeon RX 480 or greater,Storage:,3 GB available space",24.99,
https://store.steampowered.com/app/860660/To_Hell_with_Hell/,app,To Hell with Hell,In To Hell with Hell Natasias personal apocalypse has arrived as she find herself in hell in a battle against an army of darkness. In a classic Bullet Hell rogue-like crawler she?€?ll survive deadly traps and fight dozens and dozens of mad demonic enemies.,2019-08-16,Lazurite Games,"Deck13,WhisperGames,Deck13,WhisperGames","Early Access,Gore,Indie,Early Access,Action,Violent,Bullet Hell,Rogue-like,Female Protagonist,Pixel Graphics","Single-player,Steam Achievements,Full controller support,Steam Cloud","English,Russian,German,Simplified Chinese",46,"Action,Indie,Early Access"," About This Game Apocalypse has arrived. And you are going to hell. Not because Natasia has been a bad girl, which she has been for sure. But because Asmodius, ruler of hell himself is calling. And he needs your help, as he got locked away by his enemies. There?€?s only one credo now: To hell with hell and the gruesome creatures it spit out! To Hell with Hell throws you, the last loyal child of Asmodius into a fight you can hardly win. In a classic Bullet Hell rogue-like crawler with unicorns and bananas you?€?ll survive deadly traps and fight dozens and dozens of mad demonic enemies. It?€?s Showtime: Are you going to despair, because you are just a mortal weakling, a common human being? Well, that ain?€?t a Problem! Take a mask and become whomever you want to be. You can transform into a Knight, a Demon or even a Clown - the choice shall be yours. In ?€?To Hell with Hell?€? masks define your skills and you can combine them as you want. Chose. Your. Weapon: To shovel or to mortar, that's the question here. End the lives of your enemies your way. Take your Sword or your Pumpgun - it is up to you. How will you defeat the demonic mobs? Slice them, blast them - make it their worst day in hell! Hell is not the end of the road: Wait until hell has frozen over? That?€?s indeed a possibility here, cause there are more places than the heated home of the demons. And once you?€?ve reached the frosty caves, your journey will be far from over!"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,OS:,Windows 7,Processor:,Intel i3 Processor or higher,Memory:,2 GB RAM,Graphics:,GTX 760 or higher,DirectX:,Version 10,Storage:,2000 MB available space","Recommended:,OS:,Windows 10,Processor:,Intel i5 Processor or higher,Memory:,4 GB RAM,Graphics:,GTX 760 or higher,DirectX:,Version 10,Storage:,2000 MB available space",16.99,
https://store.steampowered.com/app/822810/Velvet_Guard/,app,Velvet Guard,"You got one bullet, fire it wisely as one mistake may cause you death in this fast paced game. Choose from a selection of abilities to survive in difficult situations and master them to become the champion of the Velvet Guard.",2019-08-17,Pengu2,"Pengu2,Pengu2","Action,Indie,Casual,Multiplayer,Pixel Graphics,4 Player Local,Platformer,2D,Replay Value,Local Multiplayer,Controller,Fighting,Retro,Funny,Competitive,Fast-Paced,Shooter,Arcade,2D Fighter,Difficult","Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Workshop,Stats,Includes level editor",English,7,"Action,Casual,Indie"," About This Game  You got one bullet, fire it wisely as one mistake may cause you death in this fast paced game. Choose from a selection of abilities to survive in difficult situations and master them to become the champion of the Velvet Guard. Change up your gameplay with many of the available game options and get that sweet victory you've always wanted! Velvet guard is my first commercially available game and one of my first finished games since I started to make games 3 years ago, it's an 8-player party game centering around its core mechanic; one bullet. With different gamemodes and options each gameplay is never the same, with a wide array of abilities and expressive depth the game can be quite challenging. Notable features: Diverse abilities to change up your gameplay and challenge your skills More than 20 different ways of playing Fast paced combat A wide range of levels with their own unique style and interactions An online mode to play with friends all around the world The controls are simple but with layers of expressive depth, there's also a wide range of abilities that makes the gameplay even more challenging!",,,,4.99,
https://store.steampowered.com/app/796430/SHiRO_011/,app,SHiRO 011,"Jump into fast-paced shooting action. Keep up with chaotic multiplayer battles. Hit your opponents, where it hurts, which is... technically everywhere. One shot, one kill - Every hit is deadly, so make sure you're the first to shoot!",2019-08-20,BARS STUDIOS,"BARS STUDIOS,BARS STUDIOS","Early Access,Indie,Action,Early Access,Casual,Third-Person Shooter,Arena Shooter,Shooter,Funny,Gore,Third Person,Multiplayer,4 Player Local,Competitive,Split Screen,Local Multiplayer,PvP","Multi-player,Online Multi-Player,Co-op,Shared/Split Screen,Profile Features Limited??
									",English,NaN,"Action,Casual,Indie,Early Access"," About This Game ""SHiRO 011 is a 3rd person arena shooter that lets you compete with up to 7 players in online and local multiplayer battles. Eliminate your friends one by one or work together as a team to ensure your victory. Other than the max amount of 8 players per match there's no limits regarding team formation. All vs all, 1v1, uneven teams, everything's possible. FAST. CHAOTIC. FUN. Watch the battleground turn from a plain white canvas to a full blown Jackson Pollock painting while never losing sight of your opponents. ONE SHOT. ONE KILL. No matter where you hit your opponent, every hit is deadly, so get the timing right and the battlefield will be yours! BULLET TIME. Create a timesphere around you to slow down everything within. Hunting enemies and dodging bullets at the same time has never felt so good. LAST ONE STANDING. Every player enters the arena with 10 lives. Only one player/team will make it out alive. ADDITIONAL GAME MODES.  Oddball . Chase the ball and try to hold it as long as you can. Each second will bring you closer to victory. Golden Shot. Reload after every shot except when you hit someone, which will grant you another free bullet. "," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 10 64/32 Bit,Processor:,4 Cores,Graphics:,2 GB VRAM,Storage:,1500 MB available space,Additional Notes:,RAM: 4 GB","Recommended:,Requires a 64-bit processor and operating system,OS:,Windows 10 64/32 Bit,Processor:,i7,Graphics:,GTX 960",14.99,
https://store.steampowered.com/app/8400/Geometry_Wars_Retro_Evolved/,app,Geometry Wars: Retro Evolved,"Geometry Wars: Retro Evolved is a old school style shooter, but remixed for the 21st century with next generation graphics and deep, modern gameplay. Playing is simple: you are a geometric ""ship"" trapped in a grid world, facing off against waves of deadly wanderers, snakes, and repulsars.",2019-08-22,Bizarre Creations,"Activision,Activision","Arcade,Twin Stick Shooter,Casual,Retro,Bullet Hell,Singleplayer,2D,Shoot 'Em Up,Indie,Shooter,Classic,Arena Shooter,Action,Psychedelic,Great Soundtrack,Score Attack,Fast-Paced","Single-player,Full controller support",English,NaN,Casual," About This Game Geometry Wars: Retro Evolved is a old school style shooter, but remixed for the 21st century with next generation graphics and deep, modern gameplay. Playing is simple: you are a geometric ""ship"" trapped in a grid world, facing off against waves of deadly wanderers, snakes, and repulsars. Your aim is to survive long enough to set a high score! Avoid the spawning enemies, and shoot them down for points. You can also fire smart bombs, which destroy all bad guys on the screen. Save these up for when the going gets really tough! The more bad guys you kill, the higher your score multiplier goes (2x, 4x, etc.). The higher your multiplier, the more you can score. But don't die, as you lose your multiplier and have to build it up again from scratch!  Addictive ""just one more go"" gameplay, with mesmerizing graphics.  Pixel perfect recreation of the Xbox Live Arcade game.  Support for keyboard, mouse, and dual-stick gamepad play. ",,,,1.02,
https://store.steampowered.com/app/768370/New_Dawn/,app,New Dawn,New Dawn is a survival sandbox open-world multiplayer game set on an island during the golden age of piracy,2019-08-25,e-visualsoft,"e-visualsoft,e-visualsoft","Early Access,Early Access,Survival,Massively Multiplayer,RPG,Open World,Adventure,Indie,Strategy,Simulation,Crafting,Multiplayer,Sandbox","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op",English,NaN,"Adventure,Indie,Massively Multiplayer,RPG,Simulation,Strategy,Early Access"," About This Game  THIS GAME IS EARLY ACCESS ALPHA. PLEASE DO NOT PURCHASE IT UNLESS YOU WANT TO ACTIVELY SUPPORT DEVELOPMENT . Keep in mind that a Steam Early Access game is not completely finished, polished or fully optimized . New Dawn is a survival sandbox open-world multiplayer game set on an island during the golden age of piracy Vicious pirates land on an unknown South American island, wreaking havoc everywhere.These seamen are brutal and pitiless. Fighting them off will be no easy feat! A new dawn will rise for the island inhabitants.The peaceful life they have led until now will be no more. They will have to do everything in their power to remain undetected and to survive.But every cloud has a silver lining... The island inhabitants will discover new building techniques, weapons, and other tools useful for survival and protection. The main character is an island native who builds villages, uses natural resources in his quest for survival, and learns how to defend himself from the attacks of the pirates who have landed on the island looking for riches. Features Game in Early Access Customization - Male and Female There will be a chance to personalize your character by choosing the different types Map Size 18.0 mi?? (49 km??) Combat System 3 directions for attacking and defending: High, Middle, Low Totem A totem depicts a natural or supernatural entity. It is considered a revered symbol of the tribe. Claim the land and build your very own tribe. The person who builds the totem becomes the Tribe Chief. Inspecting a totem will reveal the Tribe Name, Tribe Chief, Alliances, Tribe Members, as well as Players and NPCs killed by the tribe. All members of the tribe can trade with the allied tribes by using the totem Tree Climbing Climb trees to conceal yourself and observe enemies (The climb is working only on some trees) Pirate Village Raid pirate villages and camps on the island for rich loot NPCs Fighting off pirates will prove to be a challenge! They will find out where you?€?re hiding and go looking for you Different Structures to Build These include a pit house, a hogan, a teepee, and many more Book Building An architecture book that explains the construction process of complex structures from different materials (wood, stone, igneous rock) and with different levels of defense Slavery System Capture pirates and make them your slaves. Slaves guard and defend the base they are stationed to, but don?€?t forget to equip them Different Biomes Explore forests, jungles, beaches, caves, and valleys. Decide where you want to build your village Nearby Islands Explore the small islands located nearby Day-Night Cycle Protect yourself from the cold of the night and rain in order not to contract an illness Hunting Different kinds of animals inhabit the island. They are extremely aggressive and agile, so hunting them down isn?€?t going to be easy Traps Defend your village and hunt for animals using different kinds of traps Mineral Resources Different kinds of resources for building structures and villages, as well as for crafting tools and weapons Herbalism Use herbs to cure diseases, treat wounds, or poison your enemies Tools Craft tools to help you procure resources faster Equipment Craft different clothing items to protect yourself against The Future Development Goals Map Size 21.6 mi?? (56 km??) Alliances Tribe Chiefs can arrange meetings with each other and form alliances between their tribes Wrecks Plenty of wreck sites to explore and loot Fishing Fish using a spear or special kinds of traps Cattle Paddocks Build paddocks for breeding domesticated animals. Every animal type has its own paddock Agriculture Plant different kinds of vegetable gardens that will prove essential for your survival Vehicles Find carriage parts that have been left by pirates and look for instructions on how to build and repair these wheeled vehicles Mount Catch a wild horse and domesticate it Barter Barter with other tribes to get items necessary for your survival We are an indie company and we want you - our community - to help us with ideas and development to follow your wishes and imagination about New Dawn. Good spirits be with you ",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7/8.1/10 (64-bit versions),Processor:,Intel Core i5-2400/AMD FX-8320 or better,Memory:,8 GB RAM,Graphics:,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,DirectX:,Version 10,Network:,Broadband Internet connection,Storage:,20 GB available space,Additional Notes:,Requires broadband internet connection for multiplayer","Recommended:,Requires a 64-bit processor and operating system",18.99,
https://store.steampowered.com/app/726000/No_King_No_Kingdom/,app,No King No Kingdom,"Ride on Dragons! command peasants, build towns, raise an army, take your sword and fight side by side with your troops against giant epic bosses. All of that and much more from the first person view.",2019-08-26,Fullmetal Developer,"Fullmetal Developer,Fullmetal Developer","Early Access,Early Access,Action,Strategy,Simulation,Indie",Single-player,"English,Japanese,Russian,Ukrainian,French,Italian,German,Spanish - Spain,Arabic,Czech,Dutch,Greek,Norwegian,Portuguese,Romanian,Simplified Chinese,Thai,Traditional Chinese,Turkish,Bulgarian,Danish,Finnish,Hungarian,Korean,Polish,Swedish",NaN,"Action,Indie,Simulation,Strategy,Early Access"," About This Game  No King No Kingdom is a first person strategy in which you can ride on a Dragon, manage villagers, build your kingdom, raise a large army, travel to the different lands, meet different races and fantastic monsters, collect artifacts and just conquer the world! Build your own kingdom (build walls, towers and castles, gather resources, raise an army, research technologies) Fight with hordes of mobs and powerful bosses, storm the castles.  Feel the unique experience in the controlling of fantasy creatures. (orcs, elves, little goblins, giant golems) In Campaign Mode, expand your possessions by capturing villages and castles. Protect your kingdom from attacks. Generate a unique world in sandbox mode. Collect artifacts that have unique skills.  Hi ! Playing Warcraft 3 or Age of empires 2, I often wanted to visit those lands, where I had built towns, castles and lead my army into a battle. That's why I decided to create a game with such mechanics. I expect it will be interesting stuff! Thank you for attention! ",,,,14.99,
https://store.steampowered.com/app/39800/Nation_Red/,app,Nation Red,"Nation Red is an ultra fast infinite play arena-based shooter providing an exceptional close-quarter battlefield experience. Fight thousands of zombie mutants and their bosses in frantic bloody gameplay while earning close to 100 perks. Fight in Barricade, Survival or Free Play mode.",2019-08-27,DiezelPower,"DiezelPower,DiezelPower","Zombies,Action,Indie,Top-Down Shooter,Online Co-Op,Survival,Twin Stick Shooter,Local Co-Op,Co-op,Top-Down,Multiplayer,Gore,Addictive,Arcade,4 Player Local,Horror,Shoot 'Em Up,Blood,Singleplayer,Shooter","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","English,Japanese,French,German,Italian,Portuguese,Traditional Chinese,Spanish - Spain,Russian,Simplified Chinese",145,"Action,Indie"," About This Game Nation Red is an ultra fast infinite play arena-based shooter providing an exceptional close-quarter battlefield experience. Fight thousands of zombie mutants and their bosses in frantic bloody gameplay while earning close to 100 perks. Fight in Barricade, Survival or Free Play mode. Play On-Line in coop, in single player or in local coop!  August 17, 1977 Scattered groups of zombies infiltrate remote Midwestern towns. Incapable of using tools or weapons, the invaders are resisted until they retreat back into the desert. Special elimination posses are set up to hunt down any of the surviving undead. Six weeks after the squads started their search-and-destroy mission, the last known zombie was shot and killed.  Present-day Over thirty years had passed when a truck driver traveling down a desolate Arizona road plows into a wall of undead. Before the driver's phone signal went dead, he reported some were carrying guns...  They're back and now they are hunting us.  Steam Exclusive Features:  Local and On-line Coop ?€? Take on the horde and earn perks together  Barricade Mode ?€? Defend your base against zombie attack  Over 100 Steam Achievements and a dozen Leaderboards  30 Additional Steam User-designed Perks  Xbox 360 Controller support for single or multiplayer  Steam Hammer ?€? Rips the skin off your opponent (nice)  New Steam User designed weapons ?€? Minigun, AA-12, MP5, Beretta 93R, Super Shorty and more  New Levels and New Enemies ?€? Zombie patients and caretakers in a desert asylum, Brawler boss zombies, Suicide bomber zombies..  Pneumatic Destroyer ?€? Detonates the Rammer they are surrounded by zombies  Key Features:  Ultra Fast Action ?€? Fight armies of hundreds of zombies and their bosses in an exceptional close-quarter battlefield experience  Deadly Weapons ?€? Use machetes, axes, jack hammers, dual Uzis, flame throwers, grenades, poison and a dozen more including a Steam Hammer, exclusive to Steam purchasers  Customize Yourself ?€? 100 player modifiers combine with two dozen power-ups for limitless gameplay  Four Game Modes ?€? Free Play, Survival, Barricade and 18 increasingly brutal missions await  Zombies with Guns ?€? They wield axes, cut-off saws, AK-47s and more  ",,"Minimum:,OS:,Windows?? XP, Vista???, Windows 7, Windows 8, Windows 10,Processor:,Intel / AMD CPU,Memory:,256MB RAM,Graphics:,Graphics with shader model 2.0 or better,DirectX??:,DirectX?? 9.0c,Hard Drive:,500MB of uncompressed Hard Drive Space,Sound:,DirectX 9.0c compatible sound card,Minimum:,OS:,OS X Snow Leopard 10.6.3, or later.,Processor:,Intel Mac,Graphics:,Nvidia or ATI GPU recommended,Minimum:,OS:,Ubuntu 12.04 LTS, fully updated,Processor:,2.4 GHZ or Equivalent,Memory:,2 GB RAM,Graphics:,Nvidia, ATI, or Intel GPU with hardware-accelerated drivers","Recommended:,OS:,Windows?? XP SP2, Vista??? SP1, Windows 7, Windows 8, Windows 10,Processor:,Intel Core2 Duo / Core2 Quad, i3, i5, i7 or AMD Phenom CPU,Memory:,1GB RAM,Graphics:,NVIDIA 8800GT / ATI 3850 512MB or better with latest manufacturer drivers,DirectX??:,DirectX?? 9.0c,Hard Drive:,500MB of uncompressed Hard Drive Space,Sound:,DirectX 9.0c compatible sound card,Recommended:,OS:,OS X Snow Leopard 10.6.3, or later.,Processor:,Intel Mac,Graphics:,Nvidia or ATI GPU recommended,Recommended:,OS:,Ubuntu 12.04 LTS, fully updated,Processor:,2.4 GHZ or Equivalent,Memory:,4 GB RAM,Graphics:,Nvidia, ATI, or Intel GPU with hardware-accelerated drivers",1.99,
https://store.steampowered.com/app/858760/Scalak/,app,Scalak,Fulfilling puzzle game.,2019-08-29,Hamster On Coke Games,"Hamster On Coke Games,Hamster On Coke Games","Casual,Indie,Puzzle,Minimalist","Single-player,Steam Achievements,Steam Cloud","English,French,Italian,German,Spanish - Spain,Arabic,Bulgarian,Traditional Chinese,Simplified Chinese,Czech,Danish,Finnish,Greek,Dutch,Japanese,Korean,Norwegian,Polish,Portuguese,Portuguese - Brazil,Russian,Romanian,Swedish,Thai,Turkish,Ukrainian,Hungarian",2,"Casual,Indie"," About This Game Hey, Hamster here. I made PUSH, Zenge and Art Of Gravity.  GOAL: Fill up the figures. Relax. Have fun.  HOW TO DO THAT? -Match shapes. -Find patterns. -Use spatial awareness. -A bit of rotation and logical thinking.  Scalak contains 90 levels and is packed with ever evolving game flow that will let you feel quite good about yourself.  Have fun playing. Thanks for your support!  Cheers, Hamster",,"Minimum:,OS:,Windows 7,Processor:,i3,Memory:,1 GB RAM,Graphics:,Intel Iris,Minimum:,OS:,OS X,Processor:,i3,Memory:,1 GB RAM,Graphics:,Intel Iris,Minimum:,OS:,Linux,Processor:,i3,Memory:,1 GB RAM,Graphics:,Intel Iris","Recommended:,OS:,Windows 7,Processor:,i7,Memory:,1 GB RAM,Graphics:,1080Ti :),Recommended:,OS:,OS X,Processor:,i3,Memory:,1 GB RAM,Graphics:,GT770,Recommended:,OS:,Linux,Processor:,i7,Memory:,1 GB RAM,Graphics:,1080 Ti :)",1.99,
https://store.steampowered.com/app/385330/Stray_Cat_Crossing/,app,Stray Cat Crossing,"Stray Cat Crossing is an indie pixel horror game about an encounter with a mysterious little girl named Cat. Explore a surreal world filled with colorful characters, challenging riddles, and dark secrets.",2019-08-30,"Jurlo,JetPackGone","Fridge,Fridge","Indie,Adventure,Horror,Pixel Graphics,RPGMaker,Surreal,Female Protagonist,Great Soundtrack,Puzzle,Cats",Single-player,English,NaN,"Adventure,Indie"," About This Game  Stray Cat Crossing is an indie pixel horror game developed in RPG Maker. STORY: You find yourself in a roadside clearing. A little girl named Cat is crying nearby. She needs you to take her home, where you?€?ll encounter bizarre monsters, ethereal places, and heart-wrenching secrets about Cat and her family. FEATURES: A strange, surreal world to explore. Face-switching babies, Giant masked caterpillars, Talking rams and owls, oh my! Challenging riddles and puzzles to solve. Can you outsmart these cunning creatures? Test your wits to survive! Detailed 16-bit pixel art Gorgeous pixel graphics reminiscent of the SNES and GBA. Original post-rock, ambient soundtrack Soothing guitars and humming synths lull you into a false sense of security. ~2 hours of gameplay: Might as well be a feature film! Want more content? Visit our devblog: http://straycatcrossing.tumblr.com ",,"Minimum:,OS:,Microsoft?? Windows?? XP / Vista / 7 (32-bit/64-bit),Processor:,Intel?? Pentium?? 4 2.0 GHz equivalent or faster processor,Memory:,512 MB RAM,Graphics:,1024 x 768 pixels or higher desktop resolution,Storage:,200 MB available space","Recommended:,Processor:,Intel?? Pentium?? 4 2.0 GHz equivalent or faster processor,Memory:,512 MB RAM",2.99,
https://store.steampowered.com/app/460580/Star_Chart/,app,Star Chart,Star Chart is the ultimate Virtual Reality experience: your very own Planetarium! Explore the solar system and night sky in a beautiful and accurate real-time simulation.,2019-09-01,Escapist Games Ltd,"Escape Velocity Limited,Escape Velocity Limited","Simulation,VR,Space",Single-player,"English,French,Italian,German,Spanish - Spain,Danish,Japanese,Korean,Norwegian,Russian,Simplified Chinese,Traditional Chinese",NaN,Simulation," About This Game Step into your very own Virtual Reality Planetarium! Star Chart lets you explore the solar system and night sky in a beautiful and accurate real-time simulation.  *** Star Chart supports VR through the Vive or Oculus Rift, while regular desktop use is also supported ***  We're proud to bring to you the hugely successful astronomy & star gazing app - Star Chart - downloaded by over 20 million people world-wide.  Delight in exploring the solar system, from the Sun to the smallest moons of Saturn and out to the coldest, darkest, farthest reaches of Pluto. Gaze down and marvel at our solar system from above. Look up in wonder at the rings of Saturn. Feel the awe of floating in space around worlds no human has yet set foot on. Understand how the constellations of our night sky are made up of stars distant to each other in both space and time. Embrace the impossible distances of our solar system and the inordinate scale of our universe.  Star Chart currently includes: - An accurate real-time simulation of the visible stars and planets as you see them from Earth - A 3D solar system to explore, including the Sun, the planets, major moons and more - A Sky View mode that recreates your view of the night sky from your own GPS coordinates - All 88 constellations based on the beautiful artwork of 17th century astronomer Johannes Hevelius - IAU Named rocky planet surface details.  What better way to learn about the night sky and astronomy than to immerse yourself as a virtual astronaut travelling through space. This experience is the perfect way for both the young and old to let their inner child experience the thrills of embracing the final frontier.  Please NOTE: - Star Chart requires hardware to be viewed in Virtual Reality - ie either a Vive or Oculus Rift. - Written from the ground up for Virtual Reality, this version of Star Chart is in many ways a superior product to that on iOS / Android / Windows 8 and more. But please do not expect full feature parity yet. We will continue to develop and enhance Star Chart over time, and we hope that soon Star Chart will reach parity with our other versions. But please note that there are no promises as to which features we will include nor when.  Feel free to provide us with your thoughts, feedback and feature requests. And for help using Star Chart in VR please see the Virtual Reality section of our Star Chart User Guide: www.escapistgames.com/starchart/instruction_manual.html",,"Minimum:,OS:,Windows 7,Processor:,Intel Core i5 equivalent or greater,Memory:,4 GB RAM,Graphics:,GeForce GTX 460 / Radeon HD 6770 or equivalent,DirectX:,Version 11,Storage:,450 MB available space,Sound Card:,n/a,Additional Notes:,A Vive or Oculus Rift and recommended spec PC required for VR,Minimum:,OS:,Mac OSX,Processor:,3GHz Intel Core i3 equivalent or greater,Memory:,4 GB RAM,Graphics:,AMD Radeon HD 6750M 512 MB,Storage:,450 MB available space,Sound Card:,n/a,Additional Notes:,VR is not yet available on Mac","Recommended:,OS:,Windows 10,Processor:,Intel Core i5 equivalent or greater,Memory:,8 GB RAM,Graphics:,NVIDIA GTX 970 / AMD R9 290 equivalent or greater,DirectX:,Version 11,Storage:,450 MB available space,Sound Card:,The best you can get ;),Additional Notes:,A Vive or Oculus Rift and recommended spec PC required for VR,Recommended:,OS:,Mac OSX,Processor:,2.5 GHz Intel Core i5 equivalent or greater,Memory:,8 MB RAM,Graphics:,AMD Radeon R9 M380,Storage:,450 MB available space,Sound Card:,n/a,Additional Notes:,VR is not yet available on Mac",9.99,
https://store.steampowered.com/app/719800/Last_Encounter/,app,Last Encounter,Last Encounter is a twin-stick action roguelite in deep space following a group of heroes trying to prevent the unavoidable by cloning their ships and designing their weapons with swappable components.,2019-09-02,Exordium Games,"Exordium Games,Exordium Games","Action,Indie,Local Co-Op,Rogue-lite,Space,Top-Down Shooter,Co-op,Family Friendly,4 Player Local,Procedural Generation,Great Soundtrack,Colorful,Sci-fi,Rogue-like,Shooter,Top-Down,Shoot 'Em Up,Dungeon Crawler,Local Multiplayer,Twin Stick Shooter","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud","English,Korean,Simplified Chinese",40,"Action,Indie"," About This Game  Last Encounter is a twin-stick action roguelite in deep space following a group of heroes trying to prevent the unavoidable by cloning their ships and designing their weapons with swappable components. Advanced technology lets you and your friends clone your avatars so death is not the end. Teleport into new sectors of space, discovering the ever-changing, procedurally generated layouts and hazards filled with strange beings and alien environments. Find dozens of advanced weapon components scattered throughout diverse galaxy biomes. Combine the pieces as you see fit to create the strongest weapon in the universe. Choose from a variety of unlockable ships and pilots and prove your skills against alien ships and bosses in the far reaches of space. Last Encounter does not have predefined weapons. Dr. Daniel Connor has found a way to use alien technology through a unique component based weapon system. Research enables you to combine components into deadly designs, like Homing Gatling Rockets, Poison Flak Shells or the Triple Bouncing Laser Beam on the image above. What components will you find in the depths of space? What weapons will you craft? Your mission sends you into deep space, many galaxies from home. Since not every pilot makes it back, or very far to be honest, Dr. Connor has a cloning device which lets him create new pilots to send on the mission. The problem with the portals though is that they are unreliable. You will end up in the same galaxies, most likely. But that does not mean they?€?ll be familiar. Every time you jump through a portal you?€?ll be in a galaxy sector you most likely have not seen before On your journey deep into unexplored sectors you will encounter both human remains and alien species. These strange beings might join you on your adventure and grow your pool of available pilots. Each pilot comes with their special traits. Some of them rely on speed and agility, while others prefer raw force. Besides pilots, you?€?ll also be growing your collection of space crafts in your home base. Ships have varied hulls and shields. But what mostly makes them apart are their special abilities. Cloaking devices, EMP bombs, Weapon Augmentations, you name it! Alien weaponry systems hold dozens of weapon components which can be designed into hundreds of weapons. With the various weapon systems, pilots and ships there are thousands of combinations you can use to your advantage, or doom. Although it?€?s perfectly acceptable for you to take on the mission by yourself, if you do prefer company, you can team up with three more pilots in local co-op. The friendly pilots will join in on your mission wherever you left off. You?€?ll be sharing the same progress, money pool and technology resources on your adventure into the unknown. Welcome to Last Encounter!",,,,14.99,
